Commune,Code departement,idCommune
VALDAMPIERRE,60,1650_C
CHAUMONT-EN-VEXIN,60,1651_C
LABOISSIERE EN THELLE,60,1652_C
ANDEVILLE,60,1653_C
GOINCOURT,60,1654_C
STE GENEVIEVE,60,1655_C
LOCONVILLE,60,1656_C
RANTIGNY,60,1657_C
CLERMONT,60,1658_C
LIANCOURT,60,1659_C
FITZ JAMES,60,1660_C
LAIGNEVILLE,60,1661_C
MOUY,60,1662_C
CREVECOEUR LE GRAND,60,1663_C
LA RUE ST PIERRE,60,1664_C
COMPIEGNE,60,1665_C
MARGNY LES COMPIEGNE,60,1666_C
CLAIROIX,60,1667_C
NOYON,60,1668_C
RIBECOURT DRESLINCOURT,60,1669_C
LACROIX ST OUEN,60,1670_C
VENETTE,60,1671_C
LACHELLE,60,1672_C
ATTICHY,60,1673_C
JAUX,60,1674_C
THOUROTTE,60,1675_C
LE MEUX,60,1676_C
CAMBRONNE LES RIBECOURT,60,1677_C
ST VAAST LES MELLO,60,1678_C
PONT STE MAXENCE,60,1679_C
NOGENT SUR OISE,60,1680_C
CIRES LES MELLO,60,1681_C
SAINTINES,60,1682_C
DIEUDONNE,60,1683_C
PRECY SUR OISE,60,1684_C
SENLIS,60,1685_C
CHANTILLY,60,1686_C
GOUVIEUX,60,1687_C
CREIL,60,1688_C
NANTEUIL LE HAUDOUIN,60,1689_C
VILLERS ST PAUL,60,1690_C
LA CHAPELLE EN SERVAL,60,1691_C
FLEURINES,60,1692_C
VERNEUIL EN HALATTE,60,1693_C
MONTATAIRE,60,1694_C
CREPY EN VALOIS,60,1695_C
ORRY LA VILLE,60,1696_C
ST MAXIMIN,60,1697_C
AVILLY ST LEONARD,60,1698_C
LAMORLAYE,60,1699_C
ST LEU D ESSERENT,60,1700_C
BETHISY ST MARTIN,60,1701_C
VERBERIE,60,1702_C
THIVERNY,60,1703_C
CHAMBLY,60,1704_C
LEVIGNEN,60,1705_C
BORAN SUR OISE,60,1706_C
BETHISY ST PIERRE,60,1707_C
COYE LA FORET,60,1708_C
VINEUIL ST FIRMIN,60,1709_C
LE PLESSIS BELLEVILLE,60,1710_C
MORTEFONTAINE,60,1711_C
CRAMOISY,60,1712_C
PEROY LES GOMBRIES,60,1713_C
NEUILLY EN THELLE,60,1714_C
VER SUR LAUNETTE,60,1715_C
LE MESNIL EN THELLE,60,1716_C
PLAILLY,60,1717_C
ALENCON,61,1718_C
FLERS,61,1719_C
BAGNOLES DE L'ORNE NORMANDIE,61,1720_C
ARRAS,62,1721_C
ACHICOURT,62,1722_C
SAINT-NICOLAS,62,1723_C
ELEU-DIT-LEAUWETTE,62,1724_C
ANZIN-SAINT-AUBIN,62,1725_C
BEAURAINS,62,1726_C
AVION,62,1727_C
SAINTE-CATHERINE,62,1728_C
NEUVILLE-ST-VAAST,62,1729_C
SAVY-BERLETTE,62,1730_C
BIACHE-SAINT-VAAST,62,1731_C
BETHUNE,62,1732_C
DIVION,62,1733_C
HESDIGNEUL-LES-BETHUNE,62,1734_C
BEUVRY,62,1735_C
ISBERGUES,62,1736_C
AIX NOULETTE,62,1737_C
HARNES,62,1738_C
CARVIN,62,1739_C
MONTIGNY EN GOHELLE,62,1740_C
WINGLES,62,1741_C
LENS,62,1742_C
LOOS EN GOHELLE,62,1743_C
HENIN-BEAUMONT,62,1744_C
WIMEREUX,62,1745_C
NEUFCHATEL-HARDELOT,62,1746_C
ST MARTIN BOULOGNE,62,1747_C
CALAIS,62,1748_C
WISSANT,62,1749_C
BOULOGNE SUR MER,62,1750_C
MARQUISE,62,1751_C
BERCK,62,1752_C
LE TOUQUET PARIS PLAGE,62,1753_C
CUCQ,62,1754_C
MERLIMONT,62,1755_C
AIRE-SUR-LA-LYS,62,1756_C
BLENDECQUES,62,1757_C
SAINT OMER,62,1758_C
LONGUENESSE,62,1759_C
ARQUES,62,1760_C
RIOM,63,1761_C
CHATELGUYON,63,1762_C
PONTGIBAUD,63,1763_C
THIERS,63,1764_C
ISSOIRE,63,1765_C
SAINT-NECTAIRE,63,1766_C
BESSE-ET-SAINT-ANASTAISE,63,1767_C
MONTPEYROUX,63,1768_C
CHASTREIX,63,1769_C
PAU,64,1770_C
BILLERE,64,1771_C
LONS,64,1772_C
BIZANOS,64,1773_C
SERRES CASTET,64,1774_C
MIOSSENS LANUSSE,64,1775_C
JURANCON,64,1776_C
IDRON,64,1777_C
NAVARRENX,64,1778_C
MOURENX,64,1779_C
GELOS,64,1780_C
SAUVAGNON,64,1781_C
MAZEROLLES,64,1782_C
ORTHEZ,64,1783_C
LESCAR,64,1784_C
RONTIGNON,64,1785_C
MORLAAS,64,1786_C
DENGUIN,64,1787_C
LESTELLE BETHARRAM,64,1788_C
OLORON SAINTE MARIE,64,1789_C
REBENACQ,64,1790_C
EAUX BONNES,64,1791_C
MOUMOUR,64,1792_C
LARUNS,64,1793_C
NAY,64,1794_C
SEVIGNACQ MEYRACQ,64,1795_C
ARETTE,64,1796_C
BAYONNE,64,1797_C
BIARRITZ,64,1798_C
ANGLET,64,1799_C
USTARITZ,64,1800_C
SAINT-JEAN-DE-LUZ,64,1801_C
MAULEON LICHARRE,64,1802_C
HENDAYE,64,1803_C
LAHONCE,64,1804_C
BASSUSSARRY,64,1805_C
CIBOURE,64,1806_C
HASPARREN,64,1807_C
UHART-CIZE,64,1808_C
SAINT-PALAIS,64,1809_C
LOURDES,65,1810_C
ARGELES-GAZOST,65,1811_C
CAPVERN,65,1812_C
TARBES,65,1813_C
CAUTERETS,65,1814_C
SAINT-LARY-SOULAN,65,1815_C
ARREAU,65,1816_C
SAILHAN,65,1817_C
CAMPAN,65,1818_C
BAGNERES-DE-BIGORRE,65,1819_C
BAREGES,65,1820_C
ESQUIEZE-SERE,65,1821_C
SEMEAC,65,1822_C
LUZ-SAINT-SAUVEUR,65,1823_C
GERM,65,1824_C
ARAGNOUET,65,1825_C
ADE,65,1826_C
VIELLE-AURE,65,1827_C
ARGELES SUR MER,66,1828_C
ELNE,66,1829_C
CANET EN ROUSSILLON,66,1830_C
SAINTE-MARIE-LA-MER,66,1831_C
SAINT-CYPRIEN,66,1832_C
PERPIGNAN,66,1833_C
TORREILLES,66,1834_C
LE BARCARES,66,1835_C
CORNEILLA DEL VERCOL,66,1836_C
TOULOUGES,66,1837_C
ALENYA,66,1838_C
LES ANGLES,66,1839_C
BOLQUERE,66,1840_C
AMELIE LES BAINS,66,1841_C
CERET,66,1842_C
FONT-ROMEU ODEILLO-VIA,66,1843_C
RIVESALTES,66,1844_C
PUYVALADOR,66,1845_C
SAINT-PAUL-DE-FENOUILLET,66,1846_C
FORMIGUERES,66,1847_C
LE BOULOU,66,1848_C
ALBIGNY-SUR-SAONE,69,1849_C
LYON 2EME,69,1850_C
NEUVILLE SUR SAONE,69,1851_C
LYON 4EME,69,1852_C
LYON 5EME,69,1853_C
LYON 9EME,69,1854_C
QUINCIEUX,69,1855_C
CALUIRE ET CUIRE,69,1856_C
LYON 1ER,69,1857_C
RILLIEUX-LA-PAPE,69,1858_C
FONTAINES SUR SAONE,69,1859_C
GENAY,69,1860_C
FLEURIEU-SUR-SAONE,69,1861_C
COUZON-AU-MONT-D OR,69,1862_C
SATHONAY-CAMP,69,1863_C
CURIS-AU-MONT-D'OR,69,1864_C
CAILLOUX-SUR-FONTAINES,69,1865_C
ROCHETAILLEE-SUR-SAONE,69,1866_C
SAINT-ROMAIN-AU-MONT-D OR,69,1867_C
MONTANAY,69,1868_C
SATHONAY-VILLAGE,69,1869_C
SAINT-GERMAIN-AU-MONT-D OR,69,1870_C
LYON 3EME,69,1871_C
LYON 7EME,69,1872_C
LYON 6EME,69,1873_C
LYON 8EME,69,1874_C
MEYZIEU,69,1875_C
SAINT-PIERRE-DE-CHANDIEU,69,1876_C
VILLEURBANNE,69,1877_C
VENISSIEUX,69,1878_C
DECINES-CHARPIEU,69,1879_C
TERNAY,69,1880_C
VAULX EN VELIN,69,1881_C
SAINT-PRIEST,69,1882_C
MIONS,69,1883_C
ST FONS,69,1884_C
CHASSIEU,69,1885_C
BRON,69,1886_C
CORBAS,69,1887_C
GENAS,69,1888_C
SAINT-BONNET-DE-MURE,69,1889_C
SEREZIN-DU-RHONE,69,1890_C
FEYZIN,69,1891_C
SAINT-LAURENT-DE-MURE,69,1892_C
SOLAIZE,69,1893_C
SAINT-SYMPHORIEN-D'OZON,69,1894_C
TOUSSIEU,69,1895_C
SAINT-GENIS-LAVAL,69,1896_C
OULLINS,69,1897_C
LA MULATIERE,69,1898_C
SAINTE FOY LES LYON,69,1899_C
SOUCIEU EN JARREST,69,1900_C
BRIGNAIS,69,1901_C
CONDRIEU,69,1902_C
TALUYERS,69,1903_C
GRIGNY,69,1904_C
GIVORS,69,1905_C
IRIGNY,69,1906_C
AMPUIS,69,1907_C
SAINT LAURENT D'AGNY,69,1908_C
CHARLY,69,1909_C
PIERRE BENITE,69,1910_C
VERNAISON,69,1911_C
SAINTE-COLOMBE,69,1912_C
SAINT ROMAIN EN GAL,69,1913_C
ECHALAS,69,1914_C
MONTAGNY,69,1915_C
MORNANT,69,1916_C
CHAPONOST,69,1917_C
VOURLES,69,1918_C
FRANCHEVILLE,69,1919_C
COLLONGES-AU-MONT- D OR,69,1920_C
ECULLY,69,1921_C
DARDILLY,69,1922_C
CRAPONNE,69,1923_C
TASSIN-LA-DEMI-LUNE,69,1924_C
BRINDAS,69,1925_C
DUERNE,69,1926_C
MARCY-L ETOILE,69,1927_C
MARCILLY-D AZERGUES,69,1928_C
L ARBRESLE,69,1929_C
CHAMPAGNE-AU-MONT-D OR,69,1930_C
FLEURIEUX-SUR-L ARBRESLE,69,1931_C
GREZIEU-LA-VARENNE,69,1932_C
LIMONEST,69,1933_C
CHARBONNIERES-LES-BAINS,69,1934_C
SAIN-BEL,69,1935_C
LENTILLY,69,1936_C
CHASSELAY,69,1937_C
BRUSSIEU,69,1938_C
BULLY,69,1939_C
SAINT CYR AU MONT D OR,69,1940_C
SAINT GERMAIN NUELLES,69,1941_C
COURZIEU,69,1942_C
DOMMARTIN,69,1943_C
POLLIONNAY,69,1944_C
LA TOUR DE SALVAGNY,69,1945_C
SAINTE-FOY-L ARGENTIERE,69,1946_C
SAINT-DIDIER-AU-MONT-D OR,69,1947_C
SAINT SYMPHORIEN SUR COISE,69,1948_C
THURINS,69,1949_C
SARCEY,69,1950_C
VILLEFRANCHE,69,1951_C
THIZY LES BOURGS,69,1952_C
LOZANNE,69,1953_C
LIMAS,69,1954_C
ALIX,69,1955_C
ARNAS,69,1956_C
TARARE,69,1957_C
GLEIZE,69,1958_C
SAINT GEORGES DE RENEINS,69,1959_C
CHARENTAY,69,1960_C
ANSE,69,1961_C
LAMURE SUR AZERGUES,69,1962_C
SAINT-DIDIER-SUR-BEAUJEU,69,1963_C
BELLEVILLE-EN-BEAUJOLAIS,69,1964_C
SAINT-FORGEUX,69,1965_C
AMPLEPUIS,69,1966_C
VILLE SUR JARNIOUX,69,1967_C
SAINT-JULIEN,69,1968_C
LEGNY,69,1969_C
VAL D'OINGT,69,1970_C
CERCIE,69,1971_C
LUCENAY,69,1972_C
CHESSY,69,1973_C
MARCY,69,1974_C
LUXEUIL-LES-BAINS,70,1975_C
HERICOURT,70,1976_C
LURE,70,1977_C
SAINT-SAUVEUR,70,1978_C
CHALONVILLARS,70,1979_C
VILLERSEXEL,70,1980_C
CHAGEY,70,1981_C
VESOUL,70,1982_C
NOIDANS-LES-VESOUL,70,1983_C
NAVENNE,70,1984_C
RIOZ,70,1985_C
PUSEY,70,1986_C
ECHENOZ-LA-MELINE,70,1987_C
ARC-LES-GRAY,70,1988_C
MACON,71,1989_C
TOURNUS,71,1990_C
CLUNY,71,1991_C
MONTCHANIN,71,1992_C
SAINT-DESERT,71,1993_C
CHALON-SUR-SAONE,71,1994_C
GIVRY,71,1995_C
SAINT-REMY,71,1996_C
MONTCEAU LES MINES,71,1997_C
SAINT VALLIER,71,1998_C
CHAGNY,71,1999_C
CHAROLLES,71,2000_C
PARAY LE MONIAL,71,2001_C
CHAUFFAILLES,71,2002_C
DIGOIN,71,2003_C
AUTUN,71,2004_C
LE CREUSOT,71,2005_C
BLANZY,71,2006_C
SAINT SERNIN DU BOIS,71,2007_C
LOUHANS,71,2008_C
LE MANS,72,2009_C
RUAUDIN,72,2010_C
ALLONNES,72,2011_C
PARIGNE L EVEQUE,72,2012_C
MULSANNE,72,2013_C
MONTVAL-SUR-LOIR,72,2014_C
MONTFORT-LE-GESNOIS,72,2015_C
SAINT CALAIS,72,2016_C
SAINT MARS D OUTILLE,72,2017_C
SABLE SUR SARTHE,72,2018_C
NOYEN SUR SARTHE,72,2019_C
LA FLECHE,72,2020_C
AUBIGNE RACAN,72,2021_C
CLERMONT CREANS,72,2022_C
LA FERTE BERNARD,72,2023_C
CHAMPFLEUR,72,2024_C
MAMERS,72,2025_C
BEAUMONT SUR SARTHE,72,2026_C
AIX LES BAINS,73,2027_C
LA PLAGNE TARENTAISE,73,2028_C
SAINT-JEOIRE-PRIEURE,73,2029_C
LES BELLEVILLE,73,2030_C
VAL CENIS,73,2031_C
EPIERRE,73,2032_C
ALBERTVILLE,73,2033_C
VALLOIRE,73,2034_C
SAINT FRANCOIS LONGCHAMP,73,2035_C
VALMEINIER,73,2036_C
LA RAVOIRE,73,2037_C
BARBY,73,2038_C
VAL-D ISERE,73,2039_C
LES ALLUES,73,2040_C
CHAMBERY,73,2041_C
MONTVALEZAN,73,2042_C
TIGNES,73,2043_C
MODANE,73,2044_C
AUSSOIS,73,2045_C
BOURG-SAINT-MAURICE,73,2046_C
MOUXY,73,2047_C
AIME LA PLAGNE,73,2048_C
BASSENS,73,2049_C
HAUTELUCE,73,2050_C
COURCHEVEL,73,2051_C
SAINT-JEAN-D ARVEY,73,2052_C
VILLARD SUR DORON,73,2053_C
ENTRELACS,73,2054_C
VOGLANS,73,2055_C
TRESSERVE,73,2056_C
FLUMET,73,2057_C
LA MOTTE SERVOLEX,73,2058_C
PRALOGNAN-LA-VANOISE,73,2059_C
LES AVANCHERS VALMOREL,73,2060_C
BARBERAZ,73,2061_C
ALBIEZ-MONTROND,73,2062_C
GAILLARD,74,2063_C
LA BALME DE SILLINGY,74,2064_C
ANNECY,74,2065_C
FAVERGES-SEYTHENEX,74,2066_C
MANIGOD,74,2067_C
LE GRAND BORNAND,74,2068_C
VALLEIRY,74,2069_C
VEYRIER-DU-LAC,74,2070_C
DOUSSARD,74,2071_C
ANNEMASSE,74,2072_C
NEYDENS,74,2073_C
ARGONAY,74,2074_C
RUMILLY,74,2075_C
VETRAZ-MONTHOUX,74,2076_C
MONNETIER-MORNEX,74,2077_C
COLLONGES-SOUS-SALEVE,74,2078_C
VILLE-LA-GRAND,74,2079_C
LUCINGES,74,2080_C
BONNE,74,2081_C
POISY,74,2082_C
CHENEX,74,2083_C
SAINT-JULIEN-EN-GENEVOIS,74,2084_C
LA CLUSAZ,74,2085_C
THONES,74,2086_C
ALLONZIER-LA-CAILLE,74,2087_C
EPAGNY METZ-TESSY,74,2088_C
DUINGT,74,2089_C
COPPONEX,74,2090_C
ARCHAMPS,74,2091_C
GROISY,74,2092_C
VIRY,74,2093_C
MENTHON-SAINT-BERNARD,74,2094_C
CHAMONIX MONT BLANC,74,2095_C
VIUZ-EN-SALLAZ,74,2096_C
PRAZ SUR ARLY,74,2097_C
LA ROCHE SUR FORON,74,2098_C
SCIONZIER,74,2099_C
COMBLOUX,74,2100_C
THYEZ,74,2101_C
LES CONTAMINES MONTJOIE,74,2102_C
MONT-SAXONNEX,74,2103_C
ONNION,74,2104_C
SAINT GERVAIS LES BAINS,74,2105_C
SALLANCHES,74,2106_C
ARACHES LA FRASSE,74,2107_C
SERVOZ,74,2108_C
TANINGES,74,2109_C
LES GETS,74,2110_C
MEGEVE,74,2111_C
BONNEVILLE,74,2112_C
PASSY,74,2113_C
CLUSES,74,2114_C
MORILLON,74,2115_C
MARIGNIER,74,2116_C
SAMOENS,74,2117_C
VALLORCINE,74,2118_C
DEMI-QUARTIER,74,2119_C
CORNIER,74,2120_C
LES HOUCHES,74,2121_C
LA TOUR,74,2122_C
MIEUSSY,74,2123_C
AMANCY,74,2124_C
VERCHAIX,74,2125_C
SAINT-JEOIRE,74,2126_C
CORDON,74,2127_C
SAINT-PIERRE-EN-FAUCIGNY,74,2128_C
CONTAMINE-SUR-ARVE,74,2129_C
GLIERES-VAL-DE-BORNE,74,2130_C
MARNAZ,74,2131_C
EVIAN-LES-BAINS,74,2132_C
SAINT-PAUL-EN-CHABLAIS,74,2133_C
SAINT-JEAN-D'AULPS,74,2134_C
SAINT-ETIENNE-DU-ROUVRAY,76,2135_C
ROUEN,76,2136_C
MESNIL-ESNARD (LE),76,2137_C
GRAND QUEVILLY (LE),76,2138_C
BONSECOURS,76,2139_C
PETIT QUEVILLY (LE),76,2140_C
PETIT-COURONNE (LE),76,2141_C
SOTTEVILLE-LES-ROUEN,76,2142_C
CAUDEBEC-LES-ELBEUF,76,2143_C
ELBEUF,76,2144_C
TOURVILLE-LA-RIVIERE,76,2145_C
SAINT PIERRE LES ELBEUF,76,2146_C
AMFREVILLE-LA-MIVOIE,76,2147_C
MONT-SAINT-AIGNAN,76,2148_C
MAROMME,76,2149_C
DARNETAL,76,2150_C
CANTELEU,76,2151_C
BARENTIN,76,2152_C
BOIS GUILLAUME,76,2153_C
SAINT-LEGER-DU-BOURG-DENIS,76,2154_C
DEVILLE-LES-ROUEN,76,2155_C
BIHOREL,76,2156_C
NOTRE-DAME-DE-BONDEVILLE,76,2157_C
VILLERS ECALLES,76,2158_C
DIEPPE,76,2159_C
ARQUES-LA-BATAILLE,76,2160_C
LE TREPORT,76,2161_C
EU,76,2162_C
LE HAVRE,76,2163_C
STE ADRESSE,76,2164_C
HARFLEUR,76,2165_C
MONTIVILLIERS,76,2166_C
GRUCHET-LE-VALASSE,76,2167_C
SAINT-ROMAIN-DE-COLBOSC,76,2168_C
SAINT-LAURENT-DE-BREVEDENT,76,2169_C
FECAMP,76,2170_C
LANQUETOT,76,2171_C
LILLEBONNE,76,2172_C
ETRETAT,76,2173_C
PORT-JEROME-SUR-SEINE,76,2174_C
GONFREVILLE L ORCHER,76,2175_C
MANIQUERVILLE,76,2176_C
BOLBEC,76,2177_C
BREAUTE,76,2178_C
FORGES-LES-EAUX,76,2179_C
GOURNAY-EN-BRAY,76,2180_C
RIVES-EN-SEINE,76,2181_C
SAINT-VALERY-EN-CAUX,76,2182_C
YVETOT,76,2183_C
SAINT-PIERRE-EN-PORT,76,2184_C
SAINT MARTIN AUX BUNEAUX,76,2185_C
YERVILLE,76,2186_C
GREMONVILLE,76,2187_C
SERVON,77,2188_C
OZOIR LA FERRIERE,77,2189_C
MELUN,77,2190_C
TOURNAN-EN-BRIE,77,2191_C
VAUX-LE-PENIL,77,2192_C
LE MEE SUR SEINE,77,2193_C
BRIE COMTE ROBERT,77,2194_C
CHAMPEAUX,77,2195_C
COMBS LA VILLE,77,2196_C
LIEUSAINT,77,2197_C
SAINT-FARGEAU-PONTHIERRY,77,2198_C
LESIGNY,77,2199_C
BARBIZON,77,2200_C
GRETZ-ARMAINVILLIERS,77,2201_C
REAU,77,2202_C
SAVIGNY-LE-TEMPLE,77,2203_C
NANDY,77,2204_C
PRESLES-EN-BRIE,77,2205_C
PONTAULT COMBAULT,77,2206_C
GUIGNES,77,2207_C
CHARTRETTES,77,2208_C
DAMMARIE LES LYS,77,2209_C
CESSON,77,2210_C
GRISY-SUISNES,77,2211_C
CHATELET-EN-BRIE (LE),77,2212_C
ROCHETTE(LA),77,2213_C
MACHAULT,77,2214_C
ROISSY-EN-BRIE,77,2215_C
PRINGY,77,2216_C
SOLERS,77,2217_C
MOISSY-CRAMAYEL,77,2218_C
MONTEREAU FAULT YONNE,77,2219_C
SAINT-PIERRE-LES-NEMOURS,77,2220_C
MONTIGNY-SUR-LOING,77,2221_C
FONTAINEBLEAU,77,2222_C
ANDREZEL,77,2223_C
AVON,77,2224_C
BOMBON,77,2225_C
NEMOURS,77,2226_C
SOIGNOLLES-EN-BRIE,77,2227_C
HERICY,77,2228_C
COUBERT,77,2229_C
MORET-LOING-ET-ORVANNE,77,2230_C
SAMOIS SUR SEINE,77,2231_C
NOISY-SUR-ECOLE,77,2232_C
CHEVRY-COSSIGNY,77,2233_C
EVRY-GREGY-SUR-YERRE,77,2234_C
CHAUMES-EN-BRIE,77,2235_C
CHAMPAGNE SUR SEINE,77,2236_C
SEINE-PORT,77,2237_C
FAVIERES,77,2238_C
MORMANT,77,2239_C
VOULX,77,2240_C
ACHERES-LA-FORET,77,2241_C
CHAMPDEUIL,77,2242_C
SOUPPES-SUR-LOING,77,2243_C
